Id,Number,Title,Author,CreatedAt,UpdatedAt,ClosedAt,Labels,Body
2397252644,632,feat: new middleware `redirect_as2`,kwaa,07/09/2024 06:22:33 +00:00,07/15/2024 13:12:05 +00:00,07/15/2024 13:11:55 +00:00,middleware,"## Description

This is an updated version of the same middleware in Aoba.

### Check List

- [x] Have you read the
      [CODE OF CONDUCT](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)
- [x] Have you read the document
      [CONTRIBUTING](https://github.com/lumeland/lume/blob/master/CONTRIBUTING.md)
  - [x] One pull request per feature. If you want to do more than one thing,
        send multiple pull request.
  - [ ] Write tests.
  - [x] Run deno `fmt` to fix the code format before commit.
  - [ ] Document any change in the `CHANGELOG.md`.
"
2395184289,631,feat: new plugin `hatsu`,kwaa,07/08/2024 09:55:48 +00:00,07/11/2024 01:47:01 +00:00,,plugins,"## Description

This is an updated version of the same plugin in Aoba.

### Check List

- [x] Have you read the
      [CODE OF CONDUCT](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)
- [x] Have you read the document
      [CONTRIBUTING](https://github.com/lumeland/lume/blob/master/CONTRIBUTING.md)
  - [x] One pull request per feature. If you want to do more than one thing,
        send multiple pull request.
  - [x] Write tests.
  - [x] Run deno `fmt` to fix the code format before commit.
  - [ ] Document any change in the `CHANGELOG.md`.
"
2388504142,630,"Transform Images plugin: ""VipsOperation: class ""jxlsave_buffer"" not found""",johanbrook,07/03/2024 12:28:27 +00:00,07/05/2024 17:03:23 +00:00,07/05/2024 17:03:23 +00:00,bug,"### Version

2.2.2

### Platform

macOS Sonoma 14.4

### What steps will reproduce the bug?

**_config.ts**

```ts
import lume from ""lume/mod.ts"";
import picture from ""lume/plugins/picture.ts"";
import transform_images from ""lume/plugins/transform_images.ts"";

const site = lume();

site.use(picture());
site.use(transform_images());

export default site;
```

**index.page.ts**

```ts
export default function () {
    return `
        <html>
            <body>
                <div transform-images=""jxl avif jpg 647@2"">
                    <img src=""/uploads/img_2158.jpg"" alt="""">
                </div>
            </body>
        </html>
    `;
}
```

Then run:

```
deno task serve
```

### How often does it reproduce? Is there a required condition?

Every time.

### What is the expected behavior?

The correct images are generated into `_site/uploads`.

### What do you see instead?

```
Loading config file file:///Users/brookie/code/travelling-brooks/_config.ts
Error: VipsOperation: class ""jxlsave_buffer"" not found
    at Sharp.toBuffer (file:///Users/brookie/Library/Caches/deno/npm/registry.npmjs.org/sharp/0.33.4/lib/output.js:161:17)
    at transform (https://deno.land/x/lume@v2.2.1/plugins/transform_images.ts:203:45)
    at eventLoopTick (ext:core/01_core.js:168:7)
    at async processPage (https://deno.land/x/lume@v2.2.1/plugins/transform_images.ts:143:13)
    at async Promise.all (index 0)
    at async concurrent (https://deno.land/x/lume@v2.2.1/core/utils/concurrent.ts:21:3)
    at async process (https://deno.land/x/lume@v2.2.1/plugins/transform_images.ts:101:7)
    at async Processors.run (https://deno.land/x/lume@v2.2.1/core/processors.ts:32:7)
    at async Site.#buildPages (https://deno.land/x/lume@v2.2.1/core/site.ts:687:5)
    at async Site.build (https://deno.land/x/lume@v2.2.1/core/site.ts:530:9) {
  message: 'VipsOperation: class ""jxlsave_buffer"" not found'
}
```

### Additional information

Removing `jxl` from `transform-images=""jxl avif jpg 647@2""` fixes it."
2381019325,629,buildOrder: make page render after all plugins are run,iacore,06/28/2024 19:09:59 +00:00,07/02/2024 15:44:23 +00:00,06/29/2024 01:56:01 +00:00,enhancement,"### Enter your suggestions in details:

so the use case is like this

I want this:

1. normal HTML pages are rendered
2. resolve_urls rewrites the link
3. Atom feed file is generated by reading the HTML files

instead, I get this

1. normal HTML pages are rendered
2. Atom feed file is generated by reading the HTML files
3. resolve_urls rewrites the link

Do I need to write a plugin to deal with this use case?"
2380743243,628,Images are no longer copied to dest.,boeckMt,06/28/2024 16:07:48 +00:00,07/03/2024 12:02:58 +00:00,07/03/2024 11:48:34 +00:00,bug,"### Version

- Deno@1.44.4 - lume@v2.2.2

### Platform

Windows

### What steps will reproduce the bug?

Put some images in a content folder next to the *.md File

change version of lume from `https://deno.land/x/lume@v2.2.0/` to `https://deno.land/x/lume@v2.2.1/` or `https://deno.land/x/lume@v2.2.2/` 


### What do you see instead?

Starting with Lume version `2.2.1` there are only the generated html files in dest, but no images anymore.

Is this a bug or intentional behavior? Can not find anything in the [CHANGELOG](https://github.com/lumeland/lume/blob/main/CHANGELOG.md) for this."
2378780827,626,"lume -s, Fail to copy file to where the path once was a directory",iacore,06/27/2024 18:05:46 +00:00,08/28/2024 15:47:57 +00:00,08/28/2024 15:47:56 +00:00,bug,"### Version

about the latest

### Platform

Linux

### What steps will reproduce the bug?

1. `site.copy('public')`
2.
```
deno task serve &
# wait for server to launch
cd public/
mkdir b.md
touch b.md/b.md
rm -r b.md; touch b.md
```


### How often does it reproduce? Is there a required condition?

100% methinks

### What is the expected behavior?

There should be no error.

### What do you see instead?
```
ERROR Failed to copy file: /b.md/b.md: Not a directory (os error 20): readfile '/home/user/__site__/public/b.md/b.md'
```
### Additional information

workaround: run `deno task serve` again."
2378738442,625,Option to allow case sensitive filenames,oscarotero,06/27/2024 17:44:02 +00:00,07/05/2024 16:35:24 +00:00,07/05/2024 16:35:24 +00:00,enhancement,"### Enter your suggestions in details:

Lume by default doesn't allow to export two urls with the same name but different cases (like `/example/` and `/Example/`).

This restriction will be disabled with a new option:

```js
const site = lume({
  caseSensitiveUrls: true
});
```"
2377925297,624,search not finding generated pages (doesn't seem to be a renderOrder issue?),ghost,06/27/2024 11:44:51 +00:00,06/27/2024 18:30:36 +00:00,06/27/2024 18:30:35 +00:00,bug,"### Version

2.2.2

### Platform

Linux

### What steps will reproduce the bug?

Using the following `posts.page.ts` and `layout.vto`, generated items are not found by `search.pages()`. 

posts.page.ts:

```typescript
import Metalsmith from ""npm:metalsmith"";

export const layout = ""layout.vto"";
export const renderOrder = -1;

//this doesn't work ...
const sourcedir = '/path/to/other/dir/with/markdown-files';
const source = await Metalsmith('.')
  .source(sourcedir)
  .process();   //returns a promise
const articles = Object.values(source);

//but neither does this
const articles2 = [
  {
    title: 'foobar',
    publish: {
      slug: 'foobar'
    },
    contents: 'nothing to see here'
  },
  {
    title: 'barbaz',
    publish: {
      slug: 'barbaz'
    },
    contents: 'very interesting stuff here'
  }
]

export default function* () {
  //for (const article of articles) {
  for (const article of articles2) {
    yield {
      url: '/post/'+article.publish.slug,
      title: article.title,
      content: article.contents,
      type: ""mytype""
    }
  }
}
```
template:

```html
<html lang=""en"">
<!--other stuff ...->

  <h2>Articles</h2>
{{for item of search.pages(""url^=/post"")}}
<p class=""flex stretch | article-list""><a href=""{{item.url}}"">{{item.title}}</a></p>
{{/for}}

</body>
</html>
```


### How often does it reproduce? Is there a required condition?

_No response_

### What is the expected behavior?

posts should show up in search results.



### What do you see instead?

I think I've confirmed that it doesn't have to do with the async nature of the datasource by replacing that with a literal array -- same result. But I'm not sure ...

I also think it's not `renderOrder` (for example, #275 ) because I've inspected the pages in both `beforeRender` and `afterRender` events and the renderOrder is as I set it in my page files.

I do think it has to do with the generated nature of the pages, because if I modify the `search.pages()` query -- for example, to `!url^=/post` then I get all my items with a direct file origin.

The generated pages do get rendered and have urls starting with `/post`.

I can't tell the difference between my setup and the examples in the docs ... using top-level await or a literal array doesn't seem to make a difference.

### Additional information

I can't figure it out ... any ideas?"
2374960782,623,Improve performance of some plugins with an internal cache,oscarotero,06/26/2024 10:25:54 +00:00,08/28/2024 15:48:48 +00:00,08/28/2024 15:48:48 +00:00,enhancement,"### Enter your suggestions in details:

Some plugins like tailwind/unocss are runned for every rebuild, even if the html page doesn't change.
This can be improved by creating a cache inside the plugin and don't run if it's not neccesary (if the html code didn't change)"
2370229283,622,How to include/inline external CSS (npm | cdn),oscarotero,06/24/2024 13:14:18 +00:00,07/05/2024 17:03:59 +00:00,07/05/2024 17:03:58 +00:00,enhancement,"### Discussed in https://github.com/lumeland/lume/discussions/621

<div type='discussions-op-text'>

<sup>Originally posted by **boeckMt** June 24, 2024</sup>
Is it possible to include/inline non-local (css) styles so that they are all fetched at build time?
For example, the site depends on a CSS framework that is published on npm or at unpkg.com.

The [ESbuild](https://lume.land/plugins/esbuild/#esm) plugin already has the ability to import from `npm: |  jsr: | esm.sh`
I tried to make it work by including the css file in ESbuild, but without success, maybe I am doing something wrong.
</div>

Allow to import files from `npm` and `jsr` from postcss and lightningcss plugins"
2360464025,620,webp asset files corrupted on build,quadratz,06/18/2024 18:34:34 +00:00,06/19/2024 07:47:34 +00:00,06/19/2024 07:47:34 +00:00,bug,"### Version

v2.2.1

### Platform

Linux

### What steps will reproduce the bug?

Steps:
1. Create a folder called `assets` at the root of the project. Move all webp files there.
2. Add `site.loadAssets(["".webp""])` to _config.ts.
3. Run `deno task build`.
4. All of the webp files built are corrupted; their file sizes have changed, and they cannot be opened by the image viewer.

The reproduction repository is available at https://github.com/quadratz/lume-issue.

### How often does it reproduce? Is there a required condition?

> How often does it reproduce?

Always.

>Is there a required condition?

Not sure.

### What is the expected behavior?

The build result of webp should not changed because there is no process happens.

### What do you see instead?

The webp files produced after building have a larger size than the originals, and they are also corrupted.

### Additional information

The reproduction repository is available at https://github.com/quadratz/lume-issue."
2357044529,619,inline plugin types for JSX,oscarotero,06/17/2024 10:57:06 +00:00,06/17/2024 13:12:20 +00:00,06/17/2024 13:12:20 +00:00,bug,"### Version

any

### Platform

any

### What steps will reproduce the bug?

enable jsx_preact and inline.
The preact types doesn't include the `inline` attribute types so it shows a warning in vscode.

### How often does it reproduce? Is there a required condition?

always

### What is the expected behavior?

do not fail

### What do you see instead?

![imaxe](https://github.com/lumeland/lume/assets/377873/d6348278-df07-4485-a85a-26ea42330928)


### Additional information

A solution:

```ts
// types.d.ts
declare global {
  namespace preact.JSX {
    interface HTMLAttributes {
      inline?: boolean | undefined;
    }
  }
}
```"
2356825060,618,Merged key in the layouts,oscarotero,06/17/2024 09:12:18 +00:00,06/17/2024 13:33:55 +00:00,06/17/2024 13:33:55 +00:00,enhancement,"### Enter your suggestions in details:

From discord conversation

[mergedKeys](https://lume.land/docs/core/merged-keys/) allows to configure the merging strategy of some variables. This behavior should be applied also to layouts.

Use case:

I have a layout that needs a CSS file, and depends on other layout

```
---
layout: layouts/base.vto
css_file: /styles1.css
---

<main>
  {{ content }}
</main>
```

The other layout has also a css_file:

```
---
css_file: /styles-base.css
---
<html>
<head>
  {{ for style of css_file }}
    <link rel=""stylesheet"" href=""{{ style }}"">
  {{ /for }}
</head>
<body>
{{ content }}
</body>
</html>
```

The idea is to use the `stringArray` mode for `css_file` variable. It works with pages and `_data` files but not in layouts."
2356024285,617,Did `basename` just break `esbuild` plugin?,ngdangtu-vn,06/16/2024 22:26:56 +00:00,06/17/2024 20:06:37 +00:00,06/17/2024 20:06:37 +00:00,bug,"### Version

2.2.1

### Platform

linux / ubuntu / tuxedo os 3

### What steps will reproduce the bug?

1. create a folder, let's call `frontend/`
2. add `frontend/_data.ts` with content like this
   ```ts
   export default { basename: '/' }
   ```
3. create `main.ts` with simple content such as `console.log('hello-world')`
4. install [esbuild plugin](https://lume.land/plugins/esbuild/)
5. run `deno task serve`

### How often does it reproduce? Is there a required condition?

always in both build mode and server mode

### What is the expected behavior?

The esbuild should build the files then copy the built files to a new path

### What do you see instead?

The files (that were meant to be built) got copied to a new path before esbuild can start working on it. In the end, the origin files were copied to the public and the built files are still created in the old relative path under public root.

### Additional information

This is a bug because the sass plugin doesn't have this behaviour."
2354884082,616,Lume fails to import nonexisting cms module,scarf005,06/15/2024 14:13:58 +00:00,07/05/2024 17:04:36 +00:00,07/05/2024 17:04:36 +00:00,bug,"### Version

2.2.1

### Platform

linux

### What steps will reproduce the bug?

https://github.com/lumeland/lume/assets/54838975/3797ecda-a412-4f79-a98e-722a7f86f1d0


initialize lume with default options. or:

`deno cache https://deno.land/x/lume@v2.2.1/cms/adapters/lume.ts`

### How often does it reproduce? Is there a required condition?

always happens.

### What is the expected behavior?

1. lume shouldn't require CMS when it's not used.
2. lume shouldn't import module that does not exist.

### What do you see instead?

```
Module not found ""https://deno.land/x/lume@v2.2.1/cms/adapters/lume.ts""
```

[output.log](https://github.com/user-attachments/files/15847975/output.log)


### Additional information

_No response_"
2349293231,615,only send to open sockets,iacore,06/12/2024 17:11:40 +00:00,06/12/2024 17:18:39 +00:00,06/12/2024 17:18:31 +00:00,,"fixes #614 "
2349164402,614,InvalidStateError: readyState not OPEN,iacore,06/12/2024 16:14:00 +00:00,06/12/2024 17:18:32 +00:00,06/12/2024 17:18:32 +00:00,bug,"### Version

v2.2.1

### Platform

Linux

### What steps will reproduce the bug?

1. `deno task serve`
2. modify a page, save a page, modify the same page, save the same page. do this very fast

### How often does it reproduce? Is there a required condition?

the crash is probabilistic. the faster you do the sequence of actions, the more likely that deno will crash.

### What is the expected behavior?

No crash

### What do you see instead?

```
error: Uncaught (in promise) InvalidStateError: readyState not OPEN
    sockets.forEach((socket) => socket.send(message));
                                       ^
    at WebSocket.send (ext:deno_websocket/01_websocket.js:326:13)
    at https://deno.land/x/lume@v2.2.1/middlewares/reload.ts:24:40
    at Set.forEach (<anonymous>)
    at https://deno.land/x/lume@v2.2.1/middlewares/reload.ts:24:13
    at Events.dispatchEvent (https://deno.land/x/lume@v2.2.1/core/events.ts:46:19)
    at SiteWatcher.dispatchEvent (https://deno.land/x/lume@v2.2.1/core/watcher.ts:155:24)
    at https://deno.land/x/lume@v2.2.1/core/watcher.ts:166:12
    at Events.dispatchEvent (https://deno.land/x/lume@v2.2.1/core/events.ts:46:19)
    at Site.dispatchEvent (https://deno.land/x/lume@v2.2.1/core/site.ts:272:24)
```

### Additional information

seems to be a race condition"
2345400881,613,"How to use ""lume-code"" and ""Tip caution..."" in ""tailwind typography""",iStudyMen,06/11/2024 05:05:15 +00:00,06/14/2024 14:07:31 +00:00,06/14/2024 14:07:31 +00:00,enhancement,"### Enter your suggestions in details:

`lume-code` and `Tip caution...` is very `cool` , but I can't use that in ""tailwind typography""。
![捕4获](https://github.com/lumeland/lume/assets/45355403/e5dd1d52-7ae4-45de-9d44-9732894a4926)
![捕获](https://github.com/lumeland/lume/assets/45355403/e81a5c6b-85bf-4030-ae64-54d35df4822c)
"
2342297220,612,search.pages()  return results is zero,XIPEGM,06/09/2024 14:24:58 +00:00,06/10/2024 03:18:48 +00:00,06/10/2024 03:18:48 +00:00,bug,"### Version

v2.2

### Platform

Win10

### What steps will reproduce the bug?

我根据官方的 [Simple Blog](https://lume.land/theme/simple-blog/) 模板，简化写了一个类似的`Theme`插件，部署在[deno.land/x](https://deno.land/x/lume_theme_blog)，如果我的 `markdown file`  放在本地磁盘，它会工作良好，但是如果我的数据是放在`supabase`，比如：

```typescript
import { Orm } from ""jsr:@xtool/mod"";

const db = new Orm({
  user: Deno.env.get(""SUPABASE_USER""),
  password: Deno.env.get(""SUPABASE_PASSWORD""),
  hostname: Deno.env.get(""SUPABASE_HOSTNAME""),
  CERT: Deno.env.get(""SUPABASE_CERT""),
});

const res = await db.select().table(""posts"");
export default function* () {
  for (const article of res.rows) {
    article.date = article.created_at;  // Lume default use date property
    yield {
      type: ""post"",
      layout: ""post.vto"",
      origin: ""supabase"",
      url: `/posts/${article.title}/`,
      ...article
    };
  }
}
```

动态生成的页面，那么 `Theme` 中的 `archive.page.js` 中， `search.pages("""", ""date=desc"")` 中返回为0.

### How often does it reproduce? Is there a required condition?

every time

### What is the expected behavior?

 `xxx.page.js` 应该控制一下调用的顺序，防止 `pages` 没有正确装载。

### What do you see instead?

output 0

### Additional information

nothing"
2307702650,610,"lume().copy() is a no-op when lume({src: ""docs"" }) is set",thetanil,05/21/2024 08:34:44 +00:00,05/21/2024 10:02:14 +00:00,05/21/2024 10:02:14 +00:00,bug,"### Version

2.2

### Platform

win / lin amd

### What steps will reproduce the bug?

if src is set, static doesn't copy. in this configuration everything works fine. as soon as I uncomment src: ""docs"", none of those copy commands work.
```js
// _config.ts
const site = lume({
    // src: ""docs"",
});

site.copy(""./static"", ""."");
site.copy(""../static"", ""."");
site.copy(""static"", ""."");
site.copy(""static"");
```

### How often does it reproduce? Is there a required condition?

always

### What is the expected behavior?

static files should copy even if I set src.

### What do you see instead?

no copy unless src left at default

### Additional information

i spend several hours trying to nail it down, and as far as I can tell copy just doesn't do anything when src is set. I tried many combinations of paths (the docs say static should be relative to docs, and I tried that as well). I tried all different names to make sure there was no magic name handling (i started with _static) but nothing seemed to make a difference. If src is set, copy doesn't work in any combination I came up with."
2304467044,609,@std/log not found in registry-staging.deno.com,kuspoes,05/19/2024 07:02:58 +00:00,05/21/2024 09:06:47 +00:00,05/21/2024 09:06:46 +00:00,bug,"### Version

2.2.0

### Platform

Macos

### What steps will reproduce the bug?

after installing deno using CLI `deno run -A https://lume.land/init.ts`
then build site for first time using `deno task lume` produce errors

### How often does it reproduce? Is there a required condition?

_No response_

### What is the expected behavior?

build process is done without error.

### What do you see instead?

```sh
Task lume echo ""import 'lume/cli.ts'"" | deno run -A -
TypeError: Import 'https://registry-staging.deno.com/@std/log/meta.json' failed: error sending request for url (https://registry-staging.deno.com/@std/log/meta.json): error trying to connect: dns error: failed to lookup address information: nodename nor servname provided, or not known
    at https://deno.land/x/lume@v2.2.0/deps/log.ts:1:15
    at async Command.fn (https://deno.land/x/lume@v2.2.0/cli.ts:146:23)
    at async Command.execute (https://deno.land/x/cliffy@v0.25.7/command/command.ts:1794:7)
    at async Command.parseCommand (https://deno.land/x/cliffy@v0.25.7/command/command.ts:1639:14)
    at async https://deno.land/x/lume@v2.2.0/cli.ts:156:3 {
  code: ""ERR_MODULE_NOT_FOUND""
}
```

### Additional information

the error is failed to lookup address, when I open https://registry-staging.deno.com/@std/log/meta.json directly using browser the requested resource could not be loaded.

Already trying several times using different internet connections/providers (VPN etc) but always failed to open the url."
2298399805,608,Feat/other tags in metas plugin,oscarotero,05/15/2024 16:54:10 +00:00,05/15/2024 17:02:41 +00:00,05/15/2024 16:57:57 +00:00,,Continuation of #604
2290404988,607,Lume serve: expected to respect ServerOptions for location,Level8Broccoli,05/10/2024 20:57:19 +00:00,05/18/2024 09:49:02 +00:00,05/18/2024 09:49:02 +00:00,bug,"### Version

2.1.4

### Platform

Linux 

### What steps will reproduce the bug?

- Setup the config with a custom port (e.g. `lume({server: {port: 1234}})`)
- Using the `url()` from `Lume.Helpers` with `absolute` set to `true`
- Run `deno task lume --serve`


### How often does it reproduce? Is there a required condition?

always

### What is the expected behavior?

I am happy to be corrected if I misunderstand something, but I would have expected the output of `Lume.Helpers.url(""/test"", true)` to be `http://localhost:1234/test` (with the custom port `1234` defined in the config).

### What do you see instead?

It outputs `http://localhost:3000/test`, presumably because of the logic inside `lume/core/utils/cli_options.ts:getOptionsFromCli()`, where it falls back onto port 3000 when there is nothing passed by CLI.

### Additional information

I am new to Deno and Lume and am really liking it. Great job. (This is my first issue I open on a FOSS project on github, so please let me know if I can improve the issue)."
2284716231,606,fix `redirects` plugin for html output,thautwarm,05/08/2024 05:34:15 +00:00,05/08/2024 11:10:10 +00:00,05/08/2024 11:10:10 +00:00,,"<!--Please read the [Code of Conduct](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)-->

## Description

`redirects` plugin not working when `--location` is specified at the build time, if the location is not a root url.

For example, my blog url is `https://thautwarm.github.io/Site-33/` instead of `https://thautwarm.github.io/`, then the redirection fails to resolve urls.

## Related Issues

No issue yet. I found the case by
<!--
  Link to the issue that is fixed by this PR (if there is one)
  e.g. Fixes #1234, Addresses #1234, Related to #1234, etc.
-->

### Check List

- [x] Have you read the
      [CODE OF CONDUCT](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)
- [x] Have you read the document
      [CONTRIBUTING](https://github.com/lumeland/lume/blob/master/CONTRIBUTING.md)
  - [x] One pull request per feature. If you want to do more than one thing,
        send multiple pull request.
  - [ ] Write tests.
  - [x] Run deno `fmt` to fix the code format before commit.
  - [ ] Document any change in the `CHANGELOG.md`.
"
2283041462,605,"Better path naming convension ",ngdangtu-vn,05/07/2024 11:39:35 +00:00,05/20/2024 02:46:53 +00:00,05/08/2024 13:21:48 +00:00,enhancement,"### Enter your suggestions in details:

I stole the idea from here: https://start.solidjs.com/core-concepts/routing#renaming-index (Don't tell them ok?)


Let's get start with ""[Page Files](https://lume.land/docs/creating-pages/page-files/)"":

```txt
OLD
.
├── index.md                                     => /index.html
└── posts                                        
    └── 2020-06-21_hello-world/                  
        └── index.md                             => /posts/hello-world/index.html
        └── other.md                             => /posts/hello-world/other/index.html

NEW
.
├── index.md                                     => /index.html
└── posts                                        
    └── 2020-06-21_hello-world/                  
        └── (hello-world).md                     => /posts/hello-world/index.html
        └── other.md                             => /posts/hello-world/other/index.html        
```

What's about ""[Shared Data](https://lume.land/docs/creating-pages/shared-data/#the-_data.*-files)""?

```
OLD
├── _data.yaml      # Data shared with all pages
├── index.md
└── documentation
    └── _data.json  # Shared with pages in this directory and subdirectories
    └── doc1.md
    └── doc2.md
    └── examples
        └── _data.json  # Shared with pages in this directory and subdirectories
        └── example1.md
        └── example2.md

NEW
├── _data.yaml      # Data shared with all pages
├── index.md
└── documentation
    └── _(documentation).json  # Shared with pages in this directory and subdirectories
    └── doc1.md
    └── doc2.md
    └── examples
        └── _(ex).json  # Shared with pages in this directory and subdirectories
        └── example1.md
        └── example2.md
```

**Summary**:

- Any file respect this regex `\(.+\)\.\w+` should be treated as **index page** of the directory contains it.
- Any file respect this regex `_\(.+\)\.\w+` should be treated as **shared data** of the directory contains it.


I don't want to use `[]` and `{}` yet because I'm not sure whether we will have any meta files in the future. How do you think?"
2277708833,604,feat(metas): add `other` tags field,niklasmtj,05/03/2024 13:40:09 +00:00,05/15/2024 17:03:21 +00:00,05/15/2024 16:57:37 +00:00,,"<!--Please read the [Code of Conduct](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)-->

## Description

<!-- Write a brief description of the changes introduced by this PR -->

This PR adds the possibilty to add custom meta tags via the `metas` plugin.  It is possible via the `other` attribute in the metas field.

An code example:
```yaml
metas:
  title: ""My great blog post""
  other:
    ""twitter:label1"": Reading time
    ""twitter:data1"": 1 minute
```

Which results in:
```html
<meta name=""twitter:label1"" content=""Reading time"">
<meta name=""twitter:data1"" content=""1 minute"">
```

The background of this PR was adding `twitter:label1` and `twitter:data1` meta tags to use the preview features that are now available to build previews with. It uses the `twitter` prefix but is also available on e.g. Slack.

Examples:

### X
[![levelsio on X](https://pbs.twimg.com/media/C4DRmwSUEAA4ItJ?format=jpg&name=medium)](https://twitter.com/levelsio/status/828892835172671489?lang=en)

See `Nomad Score` and `Nomad Cost` here.

### Slack
[![Add support for twitter label meta](https://user-images.githubusercontent.com/1614415/222043808-e486f5e5-b0f1-40d6-bd3c-3b5599ae0b38.png)](https://github.com/vercel/next.js/discussions/46603)

From an implementation point of view I took the way that NextJS does it to make them able to add them via the `other` attribute in the metadata fields. See [this discussion](https://github.com/vercel/next.js/discussions/46603)

I'm open for feedback to get this feature landed ☺️ 

## Related Issues

<!--
  Link to the issue that is fixed by this PR (if there is one)
  e.g. Fixes #1234, Addresses #1234, Related to #1234, etc.
-->

none - yet

### Check List

- [x] Have you read the
      [CODE OF CONDUCT](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)
- [x] Have you read the document
      [CONTRIBUTING](https://github.com/lumeland/lume/blob/master/CONTRIBUTING.md)
  - [x] One pull request per feature. If you want to do more than one thing,
        send multiple pull request.
  - [x] Write tests.
  - [x] Run deno `fmt` to fix the code format before commit.
  - [x] Document any change in the `CHANGELOG.md`.
"
2269095381,603,fix(plugin/fff): fix `getGitDate` priority,kwaa,04/29/2024 13:44:41 +00:00,04/29/2024 14:11:26 +00:00,04/29/2024 14:10:50 +00:00,,"## Description

This PR fixes the FFF plugin's `getGitDate` function to only get the value from git if it is not detected.

## Related Issues

### Check List

- [x] Have you read the
      [CODE OF CONDUCT](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)
- [x] Have you read the document
      [CONTRIBUTING](https://github.com/lumeland/lume/blob/master/CONTRIBUTING.md)
  - [x] One pull request per feature. If you want to do more than one thing,
        send multiple pull request.
  - [ ] Write tests.
  - [x] Run deno `fmt` to fix the code format before commit.
  - [x] Document any change in the `CHANGELOG.md`.
"
2265159664,602,Lume failse to build/serve with atypical Linux directory structure.,computerscience-person,04/26/2024 07:39:09 +00:00,04/26/2024 09:10:09 +00:00,04/26/2024 09:10:09 +00:00,bug,"### Version

2.1.4

### Platform

Linux (NixOS)

### What steps will reproduce the bug?

1. Setup Lume (`deno run -A https://lume.land/init.ts`
2. Run lume task (`deno task lume`)

Error:

```
Task lume echo ""import 'lume/cli.ts'"" | deno run -A - ""--"" ""version""
Loading config file
terminate called after throwing an instance of 'std::filesystem::__cxx11::filesystem_error'
  what():  filesystem error: recursive directory iterator cannot open directory: No such file or directory [/usr/share/fonts]
```

### How often does it reproduce? Is there a required condition?

Probably required by lume to load fonts.

### What is the expected behavior?

_No response_

### What do you see instead?

```
Task lume echo ""import 'lume/cli.ts'"" | deno run -A - ""--"" ""version""
Loading config file file:///mnt/Shtuffs/home/Dev/CCS222/final/_config.ts
terminate called after throwing an instance of 'std::filesystem::__cxx11::filesystem_error'
  what():  filesystem error: recursive directory iterator cannot open directory: No such file or directory [/usr/share/fonts]
```

### Additional information

NixOS doesn't follow a typical Linux filesystem, and thus, when Lume tries to load fonts from `/usr/share/fonts`, it errors. Maybe I missed a configuration option to change default font directory?"
2260941719,601,Add support for author in the feed plugin,oscarotero,04/24/2024 10:19:36 +00:00,10/30/2024 19:17:54 +00:00,10/30/2024 19:17:54 +00:00,enhancement,"### Enter your suggestions in details:

Useful for blogs with multiple authors.

- It's a top-level value and a per-item value.
- It must contain name and url subfields, so this requires to include the `authorName` and `authorUrl` fields.

Specs:

- JSON Feed: https://www.jsonfeed.org/version/1/
- Atom: https://validator.w3.org/feed/docs/atom.html

"
2254968218,600,"Can't loop through search.pages() using Liquid ",benjamingeets,04/21/2024 08:36:30 +00:00,04/21/2024 15:48:53 +00:00,04/21/2024 15:48:53 +00:00,bug,"### Version

Lume 2.1.4 with Deno 1.42.1

### Platform

macOS 14.2.1

### What steps will reproduce the bug?

Create a liquid page & try to loop using tags and search.pages("""") 

my liquid file:
```liquid
Liquid pages loop: 
<ul>
    {% for item in search.pages('post') %}
       <li>{{item.title}}</li> 
    {% endfor %}
</ul>
```

output:
```html
<!DOCTYPE html>
Liquid pages loop: 
<ul>
    
</ul>
```

(it works normaly with Nunjucks and the same tag)


You can try it using this repo: https://github.com/geetsww/lume-liquid-loop-search 

### How often does it reproduce? Is there a required condition?

_No response_

### What is the expected behavior?

_No response_

### What do you see instead?

Empty loop

### Additional information

_No response_"
2250961054,599,598 feed plugin image support,negrel,04/18/2024 15:19:18 +00:00,04/19/2024 16:10:51 +00:00,04/19/2024 16:10:44 +00:00,,"<!--Please read the [Code of Conduct](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)-->

## Description

<!-- Write a brief description of the changes introduced by this PR -->

Add image support to feed plugin.

## Related Issues

<!--
  Link to the issue that is fixed by this PR (if there is one)
  e.g. Fixes #1234, Addresses #1234, Related to #1234, etc.
-->

Addresses #598.

### Check List

- [ ] Have you read the
      [CODE OF CONDUCT](https://github.com/lumeland/lume/blob/master/CODE_OF_CONDUCT.md)
- [x] Have you read the document
      [CONTRIBUTING](https://github.com/lumeland/lume/blob/master/CONTRIBUTING.md)
  - [x] One pull request per feature. If you want to do more than one thing,
        send multiple pull request.
  - [x] Write tests.
  - [x] Run deno `fmt` to fix the code format before commit.
  - [x] Document any change in the `CHANGELOG.md`.
"
